url,title,property type,property size,parking,lift,floor,price,service_charge,year built,building registration type,preferred tennant,interior,garage size,front road size,common area,bedrooms,bathrooms,location,country
https://rents.com.bd/property/brand-new-luxury-home-of-4000-sq-ft-is-up-for-rent-in-the-fine-location-of-gulshan/,Brand New Luxury Home Of 4000 Sq Ft Is Up For Rent In The Fine Location Of Gulshan,"Furnished Apartment For Rent In Dhaka, Luxury Collection",4000 Sq Ft,02,02,6th Floor,"BDT 430,000/-", Not fixed yet.,2023, Residential, Foreigner, Fully-Furnished,240 Sq. Ft.,24 Ft.,250 Sq Ft.,04 Bedrooms,04 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-2716-sq-ft-commercial-space-is-vacant-for-rent-in-banani/,Spaciously Designed And Strongly Structured This 2716 Sq. Ft. Commercial Space Is Vacant For Rent In Banani,Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price,2716 Sq Ft.,01 Car Parking,02,1st  floor," BDT 624,680/- (BDT 230/- Per Sq. Ft.)","BDT 25,000/-",2016, Commercial,Corporate Office or MNC Office,Un-Furnished,120 Sq. Ft., 50 Ft.,150 Sq Ft,,,"Banani, Dhaka 1213",Bangladesh
https://rents.com.bd/property/brand-new-fully-furnished-apartment-covering-an-area-of-2900-sq-ft-is-available-for-rent-in-gulshan/,Brand New Fully-Furnished Apartment Covering An Area Of 2900 Sq Ft Is Available For Rent In Gulshan,Furnished Apartment For Rent In Dhaka,2900 Sq Ft,01 car parking,01,12th Floor,"BDT 160,000/-"," BD15,000/-",2022, Residential, Foreigner, Fully-Furnished,120 Sq. Ft.,16 Ft.,120 Sq Ft.,03 Bedrooms,03 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/modern-fully-furnished-apartment-of-1800-sq-ft-is-up-for-rent-in-gulshan/,Modern Fully-Furnished Apartment Of 1800 Sq Ft Is Up For Rent In Gulshan,"Furnished Apartment For Rent In Dhaka, Residential",1800 Sq Ft,01,01,5th Floor,"BDT 110,000/-"," BDT 9,500/-",2010, Residential, Foreigner, Fully-Furnished,120 Sq. Ft.,16 Ft.,150 Sq Ft.,03 Bedrooms,03 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/a-modern-well-planned-fully-furnished-studio-apartment-of-1500-sq-ft-is-up-for-rent-in-gulshan/,A Modern Well-planned Fully-Furnished Studio Apartment Of 1500 Sq Ft Is Up For Rent In Gulshan,Furnished Apartment For Rent In Dhaka,1500 Sq Ft,01 car parking,01,6th Floor,"BDT 130,000/-"," BDT 6,000/-",2008, Residential, Foreigner, Fully-Furnished,120 Sq. Ft.,16 Ft.,120 Sq Ft.,01 Bedrooms,02 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/uniquely-designed-2200-sq-ft-commercial-space-is-up-for-rent-in-gulshan-avenue/,Uniquely Designed 2200 Sq Ft Commercial Space Is Up For Rent In Gulshan Avenue,Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price,2200 Sq Ft.,01 Car Parking,06,1st  floor," BDT 352,000/- (BDT 160/- Per Sq. Ft.)","BDT 13,200/- (BDT 6/- Per Sq. Ft.)",2009, Commercial,Corporate Office or MNC Office,Un-Furnished,120 Sq. Ft., 50 Ft.,180 Sq Ft,,,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/3500-sq-ft-nice-office-space-is-up-for-rent-at-banani/,3500 Sq Ft Nice Office Space Is Up For Rent At Banani,Office Space,3500 Sq. Ft.,N/A,N/A,1st floor," BDT 370,000/-","BDT 10,000/-",2008, Residential,Corporate Office or MNC Office,Un-Furnished,N/A, 40 Ft.,250 Sq Ft,,,"Banani, Dhaka 1213",Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-6067-sq-ft-commercial-space-now-vacant-for-rent-in-gulshan-avenue/,Spaciously Designed And Strongly Structured This 6067 Sq. Ft. Commercial Space Now Vacant For Rent In Gulshan Avenue,Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price,6067 Sq. Ft.,02 Car Parking,03,13th floor," BDT 788,710/- (BDT 130/- Per Sq. Ft.)","BDT 60,670/- (BDT 10/- Per Sq. Ft.)",2018, Commercial,Corporate Office or MNC Office,Un-Furnished,240 Sq. Ft., 50 Ft.,450 Sq Ft,,,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/uniquely-designed-7750-sq-ft-commercial-space-is-up-for-rent-in-gulshan-avenue/,Uniquely Designed 7750 Sq Ft Commercial Space Is Up For Rent In Gulshan Avenue,Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price,7750 Sq Ft.,03 Car Parking,06,20th floor," BDT 930,000/- (BDT 120/- Per Sq. Ft.)","BDT 46,500/- (BDT 6/- Per Sq. Ft.)",2009, Commercial,Corporate Office or MNC Office,Un-Furnished,360 Sq. Ft., 50 Ft.,450 Sq Ft,,,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/brand-new-luxury-home-of-5400-sq-ft-is-up-for-rent-in-the-prestigious-community-of-gulshan/,Brand New Luxury Home Of 5400 Sq Ft Is Up For Rent In The Prestigious Community Of Gulshan,"Luxury Collection, Residential Apartment",5400 Sq Ft,02 car parking,02,11th – 13th Floor,"BDT 400,000/-", Not fixed yet.,2022, Residential, Foreigner, Un-Furnished,240 Sq. Ft.,36 Ft.,250 Sq Ft.,05 Bedrooms,05 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/brand-new-apartment-of-2600-sq-ft-is-up-for-rent-in-gulshan/,Brand New Apartment Of 2600 Sq Ft Is Up For Rent In Gulshan,Residential Apartment,2600 Sq Ft,01 car parking (Per floor),01,3rd to 6th Floor Available,"BDT 210,000/-"," BDT 15,000/-",2022, Residential, Foreigner, Un-Furnished,120 Sq. Ft.,16 Ft.,180 Sq Ft.,03 Bedrooms,04 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/a-modern-well-planned-fully-furnished-apartment-of-2900-sq-ft-is-up-for-rent-in-gulshan/,A Modern Well-planned Fully-Furnished Apartment Of 2900 Sq Ft Is Up For Rent In Gulshan,"Furnished Apartment For Rent In Dhaka, Residential",2900 Sq Ft,01,01,4th Floor ,"BDT 170,000/-"," BDT 12,000/-",2010, Residential, Foreigner, Fully-Furnished,120 Sq. Ft.,16 Ft.,250 Sq Ft.,04 Bedrooms,04 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/spaciously-designed-and-strongly-structured-this-commercial-space-of-3955-sq-ft-now-vacant-for-rent-in-gulshan/,Spaciously Designed And Strongly Structured This Commercial Space Of 3955 SQ FT Now Vacant For Rent In Gulshan,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Restaurants Space",3955 Sq Ft,01 Car Parking,01,2nd floor," BDT 870,100/- (BDT 220/- per Sq Ft.)", At Actual,2022, Commercial, Corporate Office or Restaurant,Un-Furnished,120 Sq Ft., 15 Ft, 350 Sq Ft,,,"Gulshan 1, Dhaka 1212",Bangladesh
https://rents.com.bd/property/3850-sq-ft-commercial-building-is-available-for-restaurant-space-in-gulshan-avenue/,3850 Sq Ft Commercial Building Is Available For Restaurant Space In Gulshan Avenue,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Restaurants Space",3850 Sq Ft,01 Car Parking, 02,3rd floor," BDT 770,000/- (BDT 200/- per Sq Ft)","BDT 38,500/- (BDT 10/- per Sq Ft)",2022, Commercial, Restaurant,Un-Furnished,120 Sq Ft., 20 Ft.,250 Sq Ft,,,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/a-dazzling-2400-sq-ft-restaurant-space-is-up-for-rent-located-at-south-gulshan/,A Dazzling 2400 Sq Ft Restaurant Space Is Up For Rent Located At South Gulshan,Restaurants Space,2400 Sq Ft.,01,01,Ground floor (Duplex)," BDT 300,000/-","BDT 20,000/-",2000, Residential,Corporate Office or MNC Office,Un-Furnished,120 Sq Ft, 60 Ft.,180 Sq Ft,,,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/2000-sq-ft-restaurant-space-available-for-rent-in-gulshan-avenue/,2000 Sq Ft Restaurant space Available for rent in Gulshan  Avenue,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Restaurants Space",,,,,,,,,,,,,,,,"Banani, Gulshan, Dhaka, Chanpara Bazar, Dhaka District, Dhaka Division, 1230, Bangladesh",Bangladesh
https://rents.com.bd/property/a-modern-well-planned-commercial-space-restaurant-of-2000-sq-ft-is-up-for-rent-in-gulshan/,A Modern Well-planned Commercial Space (Restaurant) Of 2000 Sq Ft Is Up For Rent In Gulshan,"Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price, Restaurants Space",2000 Sq Ft,01 Car Parking, 01,Ground floor," BDT 250,000/-"," BDT 20,000/- (BDT 10/- per Sq Ft)",2010, Commercial, Corporate Office or MNC Offices,Un-Furnished,120 Sq Ft., 15 Ft, 150 Sq Ft,,,"Gulshan 1, Dhaka 1212",Bangladesh
https://rents.com.bd/property/a-modern-well-planned-fully-furnished-apartment-of-3200-sq-ft-is-up-for-rent-in-gulshan/,A Modern Well-planned Fully-Furnished Apartment Of 3200 Sq Ft Is Up For Rent In Gulshan,"Furnished Apartment For Rent In Dhaka, Residential",3200 Sq Ft,01,04,2nd Floor Available,"BDT 220,000/-"," BDT 24,000/-",2010, Residential, Foreigner, Fully-Furnished,120 Sq. Ft.,16 Ft.,250 Sq Ft.,03 Bedrooms,03 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/brand-new-2400-sq-ft-apartment-now-vacant-for-rent-in-banani/,Brand New 2400 SQ FT Apartment Now Vacant For Rent In Banani,Residential Apartment,2400 Sq Ft,01,02,"5th, 8th & 9th Floor Available","BDT 110,000/-"," BDT 10,000/-",2023, Residential, Foreigner, Un-Furnished,120 Sq. Ft.,16 Ft.,180 Sq Ft,03 Bedrooms,03 Bathrooms,"Banani, Dhaka 1213",Bangladesh
https://rents.com.bd/property/4500-sq-ft-individual-house-is-available-for-rent-in-the-fine-location-of-gulshan/,4500 Sq Ft Individual House Is Available For Rent In The Fine Location Of Gulshan,Residential,4500 Sq Ft,03,N/A,G+1,"BDT 400,000/-", N/A,2000, Residential, Foreigner, Un-Furnished,360 Sq. Ft.,16 Ft.,350 Sq Ft,06 Bedrooms,06 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/excellent-fully-furnished-apartment-of-1700-sq-ft-is-available-for-rent-in-the-fine-location-of-gulshan/,Excellent Fully-Furnished Apartment Of 1700 Sq Ft Is Available For Rent In The Fine Location Of Gulshan,"Furnished Apartment For Rent In Dhaka, Residential Apartment",1700 Sq Ft,01,01,2nd Floor,"BDT 130,000/-"," BDT 9,000/-",2007, Residential, Foreigner, Fully-Furnished,120 Sq. Ft.,16 Ft.,150 Sq Ft,03 Bedrooms,03 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/3400-sq-ft-brand-new-luxury-apartment-is-vacant-for-rent-in-gulshan/,3400 SQ FT Brand New Luxury Apartment Is Vacant For Rent In Gulshan,"Luxury Collection, Residential Apartment",3400 Sq Ft,02,02,2nd Floor,"BDT 400,000/-", Including,2023, Residential, Foreigner, Semi-Furnished,240 Sq. Ft.,24 Ft.,250 Sq Ft,04 Bedrooms,04 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/3400-sq-ft-brand-new-apartment-is-vacant-for-rent-in-gulshan/,3400 SQ FT Brand New Apartment Is Vacant For Rent In Gulshan,"Luxury Collection, Residential Apartment",3400 Sq Ft,02,02,13th Floor,"BDT 400,000/-", Including,2023, Residential, Foreigner, Semi-Furnished,240 Sq. Ft.,24 Ft.,250 Sq Ft,04 Bedrooms,04 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/brand-new-2300-sq-ft-apartment-now-vacant-for-rent-in-banani/,Brand New 2300 SQ FT Apartment Now Vacant For Rent In Banani,Residential Apartment,2300 Sq Ft,01,02,4th Floor,"BDT 135,000/-"," BDT 9,500/-",2022, Residential, Foreigner, Un-Furnished,120 Sq. Ft.,16 Ft.,180 Sq Ft,03 Bedrooms,03 Bathrooms,"Banani, Dhaka 1213",Bangladesh
https://rents.com.bd/property/stunning-luxury-brand-new-home-of-4000-sq-ft-is-up-for-rent-in-gulshan/,Stunning Luxury Brand New Home Of 4000 Sq Ft Is Up For Rent In Gulshan,"Luxury Collection, Residential",4000 Sq Ft,02,02,4th to 7th floor available,"BDT 400,000/-", At Actual,2023, Residential, Foreigner, Semi-Furnished,240 Sq. Ft.,24 Ft.,250 Sq Ft,04 Bedrooms,04 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/rarely-available-a-2300-sq-ft-apartment-is-up-for-rent-in-gulshan/,Rarely Available A 2300 Sq Ft Apartment Is Up For Rent In Gulshan,Residential Apartment,2300 Sq Ft,01,01,3rd Floor,"BDT 100,000/-"," BDT 7,000/-",2008, Residential, Foreigner, Un-Furnished,120 Sq. Ft.,24 Ft.,150 Sq Ft,03 Bedrooms,03 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/wonderful-flat-covering-an-area-of-2450-sq-ft-is-available-for-rent-in-gulshan/,Wonderful Flat Covering An Area Of 2450 Sq Ft Is Available For Rent In Gulshan,Residential Apartment,2450 Sq Ft,01,02,2nd Floor,"BDT 100,000/-"," BDT12,000/-",2007, Residential, Foreigner, Un-Furnished,120 Sq. Ft.,24 Ft.,150 Sq Ft,03 Bedrooms,03 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/exclusive-designed-3000-sq-ft-flat-is-up-for-rent-in-gulshan/,Exclusive Designed 3000 Sq Ft Flat Is Up For Rent In Gulshan,Residential Apartment,3000 Sq Ft,02,02,3rd Floor,"BDT 170,000/-"," BDT 24,000/-",2012, Residential, Foreigner, Semi-Furnished,240 Sq. Ft.,16 Ft.,250 Sq Ft,03 Bedrooms,5 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/excellent-flat-of-2200-sq-ft-is-available-for-rent-in-the-fine-location-of-banani/,Excellent Flat Of 2200 Sq Ft Is Available For Rent In The Fine Location Of Banani,Residential Apartment,2200 Sq Ft,02,01,4th Floor,"BDT 110,000/-"," BDT 9,000/-",2008, Residential, Foreigner, Un-Furnished,240 Sq. Ft.,16 Ft.,180 Sq Ft,03 Bedrooms,03 Bathrooms,"Banani, Dhaka 1213",Bangladesh
https://rents.com.bd/property/brand-new-and-tastefully-designed-this-2300-sq-ft-apartment-now-vacant-for-rent-in-banani/,Brand New And Tastefully Designed This 2300 SQ FT Apartment Now Vacant For Rent In Banani,Residential Apartment,2300 Sq Ft,01,02,8th Floor,"BDT 130,000/-"," BDT 9,000/-",2022, Residential, Foreigner, Un-Furnished,120 Sq. Ft.,16 Ft.,180 Sq Ft,03 Bedrooms,03 Bathrooms,"Banani, Dhaka 1213",Bangladesh
https://rents.com.bd/property/wonderful-flat-covering-an-area-of-2800-sq-ft-is-available-for-rent-in-gulshan/,Wonderful Flat Covering An Area Of 2800 Sq Ft Is Available For Rent In Gulshan,Residential Apartment,2800 Sq Ft,01,02,2nd Floor,"BDT 110,000/-"," BDT 12,000/-",2020, Residential, Foreigner, Un-Furnished,120 Sq. Ft.,24 Ft.,180 Sq Ft,04 Bedrooms,04 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/a-modern-well-planned-commercial-space-of-2145-sq-ft-is-up-for-rent-in-tejgaon/,A Modern Well-planned Commercial Space Of 2145 Sq Ft Is Up For Rent In Tejgaon,Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price,2145 Sq Ft.,01 Car Parking,03,Ground floor," BDT 536,250/- (BDT 250/- Per Sq. Ft.)","BDT 19,305/- (BDT 9/- Per Sq. Ft.)",2023, Commercial,Corporate Office or MNC Office,Un-Furnished,120 Sq. Ft., 40 Ft.,150 Sq Ft,,,"Tejgaon, Dhaka 1208",Bangladesh
https://rents.com.bd/property/a-modern-well-planned-commercial-space-of-4416-sq-ft-is-up-for-rent-in-tejgaon/,A Modern Well-planned Commercial Space Of 4416 Sq Ft Is Up For Rent In Tejgaon,Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price,4416 Sq Ft.,02 Car Parking,03,Ground floor," BDT 11,04,000/- (BDT 250/- Per Sq. Ft.)","BDT 39,744/- (BDT 9/- Per Sq. Ft.)",2023, Commercial,Corporate Office or MNC Office,Un-Furnished,240 Sq. Ft., 40 Ft.,250 Sq Ft,,,"Tejgaon, Dhaka 1208",Bangladesh
https://rents.com.bd/property/brand-new-and-spaciously-designed-9500-sq-ft-commercial-space-now-vacant-for-rent-in-tejgaon/,Brand New And Spaciously Designed 9500 Sq. Ft. Commercial Space Now Vacant For Rent In Tejgaon,Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price,9500 Sq Ft.,04 Car Parking,03,5th & 6th floor," BDT 12,35,000/- (BDT 130/- Per Sq. Ft.)","BDT 85,500/-(BDT 9/- Per Sq. Ft.)",2023, Commercial,Corporate Office or MNC Office,Un-Furnished,480 Sq. Ft., 40 Ft.,550 Sq Ft,,,"Tejgaon, Dhaka 1208",Bangladesh
https://rents.com.bd/property/spaciously-designed-3455-sq-ft-commercial-space-now-vacant-for-rent-in-tejgaon/,Spaciously Designed 3455 Sq. Ft. Commercial Space Now Vacant For Rent In Tejgaon,Commercial space rent in Dhaka | 225+ Spaces for Rent with Best Price,3455 Sq Ft.,01 Car Parking,03,8th floor," BDT 449,150/- (BDT 130/- Per Sq. Ft.)","BDT 31,095/- (BDT 9/- Per Sq. Ft.)",2023, Commercial,Corporate Office or MNC Office,Un-Furnished,120 Sq. Ft., 40 Ft.,250 Sq Ft,,,"Tejgaon, Dhaka 1208",Bangladesh
https://rents.com.bd/property/uniquely-designed-3000-sq-ft-flat-is-up-for-rent-in-gulshan/,Uniquely Designed 3000 Sq Ft Flat Is Up For Rent In Gulshan,Residential Apartment,3000 Sq Ft,02,01,1st Floor,"BDT 100,000/-"," BDT 13,000/-",2008, Residential, Foreigner, Un-Furnished,240 Sq. Ft.,16 Ft.,250 Sq Ft,04 Bedrooms,04 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/uniquely-designed-2750-sq-ft-fully-furnished-apartment-is-up-for-rent-in-gulshan/,Uniquely Designed 2750 Sq Ft Fully-Furnished Apartment Is Up For Rent In Gulshan,Furnished Apartment For Rent In Dhaka,2750 Sq Ft,01,01,2nd Floor,"BDT 130,000/-"," BDT 12,500/-",2012, Residential, Foreigner, Fully-Furnished,120 Sq. Ft.,24 Ft,180 Sq Ft,03 Bedrooms,03 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/24000-sq-ft-independent-house-is-vacant-for-rent-in-banani/,24000 Sq. Ft. Independent House Is Vacant For Rent In Banani,Office Space,24000 Sq Ft,10 Car Parking,01,Ground to 5th floor,"BDT 15,00,000/- ", At Actual,2000, Residential, Foreigner, Un-Furnished,1200 Sq Ft,40 Ft,2100 Sq Ft,,,"Banani, Dhaka 1213",Bangladesh
https://rents.com.bd/property/stunning-views-with-quality-finishing-a-2200-sq-ft-fully-furnished-apartment-is-up-for-rent-in-gulshan-2/,Stunning Views With Quality Finishing A 2200 Sq Ft Fully-Furnished Apartment Is Up For Rent In Gulshan,"Furnished Apartment For Rent In Dhaka, Residential",2200 Sq Ft,01,02,5th Floor,"BDT 135,000/-", BDT 7500/-,2010, Residential, Foreigner, Fully-Furnished,120 Sq. Ft.,16 Ft,180 Sq Ft,03 Bedrooms,04 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/a-modern-well-planned-brand-new-flat-of-2600-sq-ft-is-up-for-rent-in-gulshan/,A Modern Well-planned Brand New Flat Of 2600 Sq Ft Is Up For Rent In Gulshan,Residential Apartment,2600 Sq Ft,01,02,7th Floor,"BDT 145,000/-", At Actual,2022, Residential, Foreigner, Un-Furnished,120 Sq. Ft.,16 Ft.,180 Sq Ft,04 Bedrooms,04 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/stunning-luxury-brand-new-apartment-of-3500-sq-ft-is-up-for-rent-in-gulshan/,Stunning Luxury Brand New Apartment Of 3500 Sq Ft Is Up For Rent In Gulshan,"Luxury Collection, Residential Apartment",3500 Sq Ft,01,02,5th Floor,"BDT 300,000/-"," BDT 25,000/-",2022, Residential, Foreigner, Un-Furnished,120 Sq. Ft.,16 Ft.,250 Sq. Ft.,03 Bedrooms,03 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/an-exclusive-spacious-apartment-of-3500-sq-ft-is-ready-for-rent-in-gulshan/,An Exclusive Spacious Apartment Of 3500 Sq Ft Is Ready For Rent In Gulshan,"Luxury Collection, Residential Apartment",3500 Sq Ft,01,02,5th Floor,"BDT 300,000/-"," BDT 25,000/-",2022, Residential, Foreigner, Un-Furnished,120 Sq. Ft.,16 Ft.,250 Sq. Ft.,03 Bedrooms,03 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/a-modern-well-planned-independent-house-of-21000-sq-ft-is-up-for-rent-in-banani/,A Modern Well-planned Independent House Of 21000 Sq Ft Is Up For Rent In Banani,Office Space,21000 Sq Ft,10 Car Parking,01,Ground to 5th floor,"BDT 13,65,000/- (BDT 65/- Per Sq Ft)", At Actual,2000, Residential, Foreigner, Un-Furnished,1200 Sq Ft,30 Ft,1900 Sq Ft,,,"Banani, Dhaka 1213",Bangladesh
https://rents.com.bd/property/tastefully-designed-this-home-of-2700-sq-ft-is-up-for-rent-in-gulshan/,Tastefully Designed This Home Of 2700 Sq Ft Is Up For Rent In Gulshan,Residential Apartment,2700 Sq Ft,01,02,12th Floor,"BDT 150,000/-"," BDT 15,000/-",2010, Residential, Foreigner, Un-Furnished,120 Sq. Ft.,24 Ft,220 Sq Ft,04 Bedrooms,04 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/excellent-apartment-of-2600-sq-ft-is-available-for-rent-in-the-fine-location-of-gulshan/,Excellent Apartment Of 2600 Sq Ft Is Available For Rent In The Fine Location Of Gulshan,Residential Apartment,2600 Sq Ft,01,02,6th Floor,"BDT 140,000/-"," BDT 12,000/-",2016, Residential, Foreigner, Un-Furnished,120 Sq. Ft.,16 Ft.,180 Sq Ft,03 Bedrooms,03 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/a-modern-well-planned-flat-of-2900-sq-ft-is-up-for-rent-in-gulshan/,A Modern Well-planned Flat Of 2900 Sq Ft Is Up For Rent In Gulshan,Residential Apartment,2900 Sq Ft,01,02,12th Floor,"BDT 150,000/-"," BDT 15,000/-",2022, Residential, Foreigner, Un-Furnished,120 Sq. Ft.,16 Ft.,250 Sq. Ft.,03 Bedrooms,03 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/stunning-luxury-home-of-2700-sq-ft-is-up-for-rent-in-gulshan/,Stunning Luxury Home Of 2700 Sq Ft Is Up For Rent In Gulshan,Residential Apartment,2700 Sq Ft,01,02,9th Floor,"BDT 150,000/-"," BDT 15,000/-",2010, Residential, Foreigner, Un-Furnished,120 Sq. Ft.,24 Ft,220 Sq Ft,04 Bedrooms,04 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/we-bring-you-a-nice-spacious-residence-of-2500-sq-ft-for-rent-in-gulshan/,We Bring You A Nice & Spacious Residence Of 2500 Sq Ft For Rent In Gulshan,Residential Apartment,2500 Sq Ft,01,02,4th Floor,"BDT 95,000/-"," BDT 10,000/-",2010, Residential, Foreigner, Un-Furnished,120 Sq. Ft.,16 Ft.,180 Sq Ft,03 Bedrooms,03 Bathrooms,"Gulshan, Dhaka 1212",Bangladesh
https://rents.com.bd/property/uniquely-designed-1800-sq-ft-flat-is-up-for-rent-in-banani/,Uniquely Designed 1800 Sq Ft Flat Is Up For Rent In Banani,Residential Apartment,1800 Sq Ft,01,02,2nd Floor,"BDT 120,000/-"," BDT 13,500/-",2020, Residential, Foreigner, Un-Furnished,120 Sq. Ft.,24 Ft,150 Sq Ft,03 Bedrooms,03 Bathrooms,"Banani, Dhaka 1213",Bangladesh
https://rents.com.bd/property/excellent-flat-of-2650-sq-ft-is-up-for-rent-in-the-fine-location-of-banani/,Excellent Flat Of 2650 Sq Ft Is Up For Rent In The Fine Location Of Banani,Residential Apartment,2650 Sq Ft,02,02,3rd Floor,"BDT 160,000/-"," BDT 20,000/-",2022, Residential, Foreigner, Semi-Furnished,240 Sq. Ft.,16 Ft,220 Sq Ft,03 Bedrooms,04 Bathrooms,"Banani, Dhaka 1213",Bangladesh
